app_id,apply_month,age,income,credit_score,loan_amount,debt_ratio,employment_type,residence_years,overdue_times,bad_flag
APP000018,2024-12,53.0,36819.0,402.0,152840.0,0.07896400477437192,self_employed,2.0,3.0,0.0
APP000019,2024-08,38.0,24671.0,678.0,151413.0,0.649143131331497,student,11.0,0.0,0.0
APP000020,2023-10,40.0,17236.0,372.0,55328.0,0.19952743353914087,student,6.0,3.0,
APP000021,2024-12,34.0,34017.0,326.0,62122.0,0.17404682384390033,unemployed,19.0,2.0,
APP000022,2023-05,27.0,33936.0,598.0,66903.0,0.28339063044975277,employed,11.0,4.0,0.0
APP000023,2023-08,57.0,31185.0,,178413.0,0.8121329282368278,unemployed,14.0,3.0,1.0
APP000024,2024-11,51.0,6424.0,550.0,100262.0,0.7168199834551884,unemployed,1.0,0.0,0.0
APP000025,2024-12,45.0,25220.0,376.0,153604.0,0.8522030620203819,unemployed,13.0,4.0,0.0
APP000026,2024-08,36.0,31854.0,415.0,92521.0,0.586766111429777,employed,2.0,0.0,0.0
APP000027,2023-05,52.0,47652.0,542.0,141147.0,0.5966293599288789,employed,7.0,1.0,0.0
APP000028,2023-06,41.0,27701.0,679.0,108023.0,0.43202789948359527,student,4.0,1.0,0.0
APP000029,2024-04,37.0,19107.0,527.0,59328.0,0.8146676910302779,employed,0.0,4.0,0.0
APP000030,2023-02,38.0,29122.0,597.0,175878.0,0.4597894343432961,employed,11.0,0.0,0.0
APP000031,2024-12,29.0,11330.0,587.0,143244.0,0.3195540637155222,employed,4.0,4.0,0.0
APP000032,2024-11,23.0,7262.0,447.0,155020.0,0.5763375089258986,employed,10.0,1.0,0.0
APP000033,2024-08,42.0,34870.0,453.0,189888.0,0.4915255440608671,employed,15.0,3.0,0.0
APP000034,2024-12,55.0,49350.0,534.0,53510.0,0.11161783377890593,student,3.0,0.0,0.0
APP000035,2023-06,22.0,42762.0,317.0,22854.0,0.3534528725211866,unemployed,,1.0,0.0
APP000036,2024-10,54.0,30432.0,676.0,118543.0,0.281992869985032,student,5.0,3.0,0.0
APP000037,2023-07,53.0,4891.0,637.0,68601.0,0.7621503975100186,employed,6.0,3.0,0.0
APP000038,2023-03,31.0,49434.0,468.0,89976.0,0.3409583012757979,employed,11.0,4.0,0.0
APP000039,2023-07,45.0,24132.0,505.0,50761.0,0.7393997093750034,employed,12.0,4.0,0.0
APP000040,2024-07,26.0,,480.0,82701.0,0.39815063451085103,employed,13.0,2.0,0.0
APP000041,2024-11,50.0,44946.0,658.0,81683.0,0.6781505071010491,employed,3.0,1.0,0.0
APP000042,2024-03,48.0,38080.0,717.0,73358.0,0.12175373566007093,unemployed,11.0,1.0,0.0
APP000043,2023-06,34.0,38232.0,359.0,149754.0,0.8321851976926161,student,5.0,4.0,
APP000044,2024-03,22.0,16054.0,527.0,120567.0,0.4325039017190264,self_employed,5.0,3.0,0.0
APP000045,2024-01,58.0,49614.0,307.0,97477.0,0.23381842106367576,employed,18.0,4.0,
APP000046,2024-01,37.0,24284.0,548.0,26979.0,0.2173406457283262,employed,2.0,2.0,0.0
APP000047,2023-09,55.0,27976.0,436.0,116292.0,0.23856955971747473,employed,8.0,2.0,0.0
APP000048,2023-04,47.0,38295.0,484.0,39129.0,0.3300517556261709,employed,8.0,4.0,0.0
APP000049,2023-09,51.0,34019.0,551.0,,0.6457675794080551,self_employed,4.0,3.0,0.0
APP000050,2024-10,50.0,,478.0,85906.0,0.8546427386107143,employed,15.0,1.0,0.0
APP000051,2023-10,27.0,,516.0,32551.0,0.6021336871112689,self_employed,9.0,2.0,0.0
APP000052,2023-01,34.0,19975.0,720.0,80950.0,0.4924496438496907,unemployed,14.0,1.0,0.0
APP000053,2023-09,38.0,47534.0,745.0,57052.0,0.40373802721542124,employed,,3.0,0.0
APP000054,2023-12,39.0,36581.0,303.0,170703.0,0.7453750203338548,employed,17.0,0.0,0.0
APP000055,2024-03,21.0,20217.0,507.0,172637.0,0.7646914822014629,employed,14.0,4.0,0.0
APP000056,2024-04,41.0,,765.0,5890.0,0.26373390698953675,employed,6.0,4.0,0.0
APP000057,2023-11,26.0,37710.0,591.0,122471.0,0.8580782237880871,self_employed,19.0,0.0,0.0
APP000058,2023-04,49.0,21528.0,412.0,129907.0,0.3556038268857439,unemployed,17.0,3.0,0.0
APP000059,2023-11,47.0,21947.0,626.0,78707.0,0.720070262272375,unemployed,11.0,0.0,0.0
APP000060,2023-01,56.0,45031.0,379.0,96478.0,0.87013789027401,self_employed,0.0,1.0,0.0
APP000061,2024-01,49.0,29405.0,312.0,159031.0,0.6332922907700501,employed,,1.0,1.0
APP000062,2023-11,34.0,10027.0,647.0,78702.0,0.14539565380607436,employed,13.0,2.0,1.0
APP000063,2023-09,58.0,36829.0,583.0,17569.0,0.5275232596565378,employed,7.0,4.0,0.0
APP000064,2024-04,36.0,30709.0,716.0,77638.0,0.10689941078602058,employed,2.0,2.0,0.0
APP000065,2024-07,33.0,26919.0,489.0,54508.0,0.7102278358820336,unemployed,11.0,1.0,0.0
APP000066,2023-07,56.0,37079.0,769.0,79630.0,0.25318365648649466,employed,16.0,0.0,0.0
APP000067,2024-01,34.0,45633.0,531.0,49870.0,0.6256933407540167,employed,6.0,4.0,0.0
APP000068,2024-01,23.0,18530.0,705.0,34225.0,0.819080706717179,employed,9.0,1.0,0.0
APP000069,2024-01,38.0,22707.0,355.0,197146.0,,employed,0.0,2.0,0.0
APP000070,2023-10,51.0,11906.0,353.0,30129.0,,student,14.0,0.0,0.0
APP000071,2023-06,27.0,33412.0,730.0,142689.0,0.5824069092662096,employed,17.0,1.0,0.0
APP000072,2023-05,38.0,21927.0,758.0,144927.0,0.37769273352855104,employed,15.0,2.0,0.0
APP000073,2023-01,25.0,19091.0,,125468.0,0.15733704746224372,employed,8.0,4.0,0.0
APP000074,2023-02,47.0,35736.0,478.0,182734.0,0.0261644527519173,unemployed,0.0,1.0,0.0
APP000075,2024-08,39.0,22183.0,312.0,5972.0,0.3659383293317666,self_employed,9.0,2.0,0.0
APP000076,2023-02,33.0,24825.0,838.0,63817.0,0.5842881239237283,self_employed,18.0,4.0,0.0
APP000077,2024-09,29.0,23682.0,630.0,40940.0,0.5165857873372398,employed,1.0,1.0,0.0
APP000078,2024-10,42.0,15151.0,435.0,117500.0,0.14061711578457817,employed,4.0,1.0,0.0
APP000079,2023-06,46.0,8912.0,720.0,128930.0,0.405624099480648,unemployed,16.0,0.0,0.0
APP000080,2023-11,57.0,41879.0,797.0,180090.0,0.33252394156312753,employed,11.0,4.0,0.0
APP000081,2023-09,37.0,7311.0,456.0,79045.0,0.2467821620640599,employed,3.0,0.0,0.0
APP000082,2023-10,26.0,18269.0,723.0,51000.0,0.6563441194743503,self_employed,0.0,1.0,0.0
APP000083,2023-09,53.0,34372.0,733.0,185234.0,0.2786868270244659,employed,8.0,0.0,0.0
APP000084,2023-09,45.0,9170.0,575.0,136232.0,0.4861277570997263,employed,11.0,3.0,0.0
APP000085,2024-05,48.0,33809.0,647.0,154121.0,0.8309011817426549,unemployed,16.0,1.0,0.0
APP000086,2023-10,23.0,37454.0,448.0,,0.48534838402822417,employed,17.0,3.0,0.0
APP000087,2023-05,32.0,34156.0,811.0,92239.0,,employed,9.0,3.0,0.0
APP000088,2023-10,50.0,17336.0,840.0,80864.0,0.06592138755079627,employed,8.0,0.0,0.0
APP000089,2024-12,53.0,3929.0,839.0,151155.0,0.16032072936756267,self_employed,18.0,1.0,0.0
APP000090,2024-12,37.0,44705.0,705.0,46070.0,0.09085607936830213,employed,15.0,0.0,0.0
APP000091,2023-02,52.0,18347.0,323.0,195203.0,0.6883316535202562,employed,4.0,0.0,0.0
APP000092,2024-02,53.0,40835.0,501.0,39305.0,0.7523289728251581,self_employed,13.0,2.0,0.0
APP000093,2024-12,35.0,12297.0,544.0,94891.0,,self_employed,14.0,1.0,0.0
APP000094,2023-05,55.0,10633.0,827.0,,0.19734457583078194,student,4.0,0.0,0.0
APP000095,2023-02,31.0,39573.0,600.0,130292.0,0.2908865605435046,employed,19.0,2.0,0.0
APP000096,2023-06,29.0,,594.0,137734.0,0.5319698552584519,employed,5.0,2.0,0.0
APP000097,2023-08,47.0,43449.0,380.0,184139.0,0.5596165744200176,self_employed,10.0,4.0,0.0
APP000098,2024-11,45.0,38308.0,736.0,158897.0,0.6180785626873119,self_employed,9.0,3.0,0.0
APP000099,2023-07,25.0,14593.0,484.0,53491.0,0.8146734805921164,employed,13.0,1.0,0.0
APP000100,2023-08,53.0,45920.0,350.0,45298.0,0.26553612644688435,self_employed,18.0,2.0,0.0
APP000101,2023-07,27.0,34388.0,843.0,177878.0,0.5928830902860981,employed,7.0,0.0,
APP000102,2023-10,52.0,11091.0,404.0,100134.0,0.503750561199923,unemployed,7.0,1.0,0.0
APP000103,2024-12,20.0,9080.0,308.0,24021.0,0.2752535163713104,unemployed,15.0,2.0,0.0
APP000104,2023-03,51.0,43944.0,342.0,165869.0,0.8166736679343061,employed,19.0,0.0,0.0
APP000105,2023-12,51.0,15932.0,548.0,131447.0,0.08593507076329575,student,18.0,4.0,0.0
APP000106,2024-03,51.0,38996.0,356.0,9986.0,0.6408009241488464,student,15.0,2.0,0.0
APP000107,2023-03,46.0,9516.0,763.0,157653.0,0.6550863417203417,employed,14.0,3.0,
APP000108,2023-02,38.0,16185.0,581.0,123438.0,0.8237938749209655,employed,15.0,1.0,0.0
APP000109,2024-12,48.0,16325.0,,124848.0,0.4667225331162182,self_employed,18.0,4.0,1.0
APP000110,2023-07,31.0,16211.0,301.0,173662.0,0.28946010439732134,employed,0.0,1.0,0.0
APP000111,2023-06,51.0,34712.0,563.0,101629.0,0.7449666028740185,employed,11.0,4.0,0.0
APP000112,2023-09,42.0,45976.0,383.0,94946.0,0.6937292536491534,employed,0.0,2.0,
APP000113,2023-02,38.0,45785.0,837.0,125382.0,0.45028405297752333,student,11.0,3.0,0.0
APP000114,2023-04,40.0,,460.0,43567.0,,employed,7.0,1.0,0.0
APP000115,2023-01,42.0,12518.0,561.0,34574.0,0.24108804186953472,unemployed,6.0,4.0,0.0
APP000116,2024-01,21.0,48147.0,310.0,169536.0,0.5305556973631211,employed,17.0,0.0,0.0
APP000117,2023-12,25.0,28477.0,372.0,,0.7786651093090879,employed,14.0,0.0,0.0
APP000118,2023-07,29.0,28660.0,414.0,103347.0,0.28618605415486126,unemployed,11.0,2.0,0.0
APP000119,2024-11,24.0,35965.0,328.0,57630.0,0.4351949841876689,employed,17.0,4.0,0.0
APP000120,2023-08,37.0,39147.0,699.0,49939.0,0.8559403687556005,employed,1.0,4.0,0.0
APP000121,2023-01,46.0,47787.0,819.0,121566.0,0.718390657774563,employed,12.0,4.0,0.0
APP000122,2023-03,46.0,30371.0,841.0,161460.0,,self_employed,3.0,2.0,0.0
APP000123,2024-06,38.0,31672.0,446.0,91170.0,0.34672235480140173,employed,4.0,4.0,
APP000124,2024-01,54.0,38039.0,733.0,32052.0,0.8968547336711029,employed,3.0,2.0,0.0
APP000125,2023-07,42.0,14990.0,577.0,52672.0,0.1373090442154317,employed,10.0,2.0,0.0
APP000126,2023-06,23.0,,325.0,37091.0,0.4668935248946781,employed,12.0,0.0,
APP000127,2023-06,50.0,32397.0,349.0,177147.0,0.43134604406662447,employed,15.0,3.0,0.0
APP000128,2023-11,42.0,6014.0,601.0,67308.0,0.718588971720121,self_employed,8.0,1.0,0.0
APP000129,2024-05,45.0,18063.0,533.0,77914.0,0.8177559952635108,employed,18.0,0.0,0.0
APP000130,2024-04,42.0,36745.0,304.0,18852.0,,employed,7.0,1.0,0.0
APP000131,2024-06,42.0,48878.0,811.0,91976.0,0.5641346125172725,self_employed,,3.0,0.0
APP000132,2023-01,23.0,27416.0,701.0,183215.0,0.3846862717636534,self_employed,0.0,1.0,0.0
APP000133,2024-02,42.0,21784.0,576.0,84891.0,0.45929332536816075,employed,2.0,1.0,0.0
APP000134,2024-07,51.0,23697.0,842.0,131992.0,0.45837028190233964,employed,8.0,1.0,0.0
APP000135,2023-05,32.0,35215.0,834.0,40478.0,0.0183316263159399,employed,8.0,2.0,0.0
APP000136,2024-02,44.0,28590.0,835.0,32873.0,0.45274122434490993,student,17.0,3.0,1.0
APP000137,2023-01,21.0,4091.0,442.0,147667.0,0.7703737201567123,employed,2.0,3.0,0.0
APP000138,2024-10,33.0,28344.0,784.0,17818.0,0.6383466100280234,employed,5.0,0.0,0.0
APP000139,2024-06,37.0,,577.0,92449.0,0.7161377599125044,employed,19.0,1.0,0.0
APP000140,2024-03,59.0,,699.0,66757.0,0.3514364907916689,employed,0.0,3.0,0.0
APP000141,2024-03,28.0,44130.0,772.0,8170.0,0.47607591322166226,employed,8.0,1.0,0.0
APP000142,2024-05,31.0,48235.0,389.0,108585.0,0.03013521209739043,employed,3.0,0.0,0.0
APP000143,2023-11,36.0,31680.0,546.0,192982.0,0.3446981479524092,self_employed,10.0,1.0,0.0
APP000144,2024-12,59.0,20040.0,370.0,18483.0,0.4269744404033796,self_employed,19.0,3.0,0.0
APP000145,2023-06,54.0,23865.0,453.0,164073.0,0.2296880096391735,self_employed,4.0,3.0,0.0
APP000146,2024-08,21.0,,527.0,110139.0,0.028116881091584833,unemployed,7.0,0.0,0.0
APP000147,2024-07,29.0,46989.0,770.0,146094.0,0.6213672979010569,employed,8.0,3.0,
APP000148,2024-09,52.0,42823.0,774.0,23827.0,0.3915789757639589,student,15.0,0.0,0.0
APP000149,2023-02,22.0,43137.0,514.0,174472.0,0.3741103738010108,self_employed,19.0,3.0,0.0
APP000150,2023-11,54.0,18421.0,,7226.0,0.224988078625658,unemployed,1.0,2.0,0.0
APP000151,2024-04,31.0,18144.0,591.0,181827.0,0.4840473590982154,self_employed,9.0,0.0,0.0
APP000152,2024-03,56.0,,801.0,133272.0,0.39422410314365836,employed,15.0,1.0,0.0
APP000153,2024-05,31.0,28593.0,837.0,70810.0,0.42658602572618187,employed,0.0,4.0,0.0
APP000154,2024-04,37.0,36118.0,424.0,6384.0,0.5227842135927439,employed,16.0,2.0,0.0
APP000155,2023-06,46.0,26021.0,402.0,124136.0,0.0056921825157618235,employed,4.0,3.0,0.0
APP000156,2024-08,25.0,23810.0,688.0,22049.0,0.8169263131845803,employed,10.0,3.0,
APP000157,2023-12,42.0,32713.0,465.0,123717.0,0.06397865725057314,employed,19.0,0.0,0.0
APP000158,2024-12,40.0,41210.0,409.0,155763.0,0.4058322725843951,employed,12.0,4.0,0.0
APP000159,2024-01,51.0,18703.0,317.0,57123.0,0.18663558771544328,student,19.0,1.0,0.0
APP000160,2024-01,59.0,41029.0,,51550.0,0.4714041324328878,self_employed,12.0,3.0,0.0
APP000161,2024-03,46.0,14477.0,515.0,48280.0,0.2522070979174241,self_employed,4.0,2.0,0.0
APP000162,2024-09,36.0,21932.0,609.0,48843.0,0.7740058482563436,employed,13.0,2.0,0.0
APP000163,2024-10,36.0,45895.0,410.0,27211.0,0.3567238505661782,self_employed,12.0,1.0,0.0
APP000164,2024-03,36.0,47859.0,692.0,53691.0,0.5748800001915936,unemployed,6.0,4.0,0.0
APP000165,2024-02,52.0,46422.0,674.0,133566.0,0.22399175533309107,self_employed,,0.0,0.0
APP000166,2023-02,32.0,17854.0,554.0,63990.0,0.017465535444615755,self_employed,12.0,4.0,0.0
APP000167,2023-02,26.0,42636.0,399.0,157279.0,0.3637390820519485,employed,11.0,1.0,0.0
APP000168,2024-06,33.0,46996.0,578.0,164761.0,0.48283784060246115,employed,15.0,4.0,0.0
APP000169,2023-09,20.0,48975.0,671.0,153385.0,0.4135924361355753,self_employed,2.0,0.0,0.0
APP000170,2023-11,24.0,3982.0,504.0,110208.0,0.865812927436974,student,10.0,0.0,0.0
APP000171,2024-04,23.0,38014.0,444.0,66673.0,0.6361552564614256,employed,16.0,0.0,0.0
APP000172,2023-06,50.0,49847.0,578.0,186329.0,0.8961028205628557,employed,17.0,2.0,0.0
APP000173,2023-08,48.0,38939.0,495.0,45025.0,0.2655540812825748,employed,18.0,1.0,
APP000174,2023-02,47.0,13959.0,520.0,95579.0,0.710147951646432,employed,4.0,2.0,
APP000175,2024-07,38.0,38841.0,491.0,93454.0,0.5000026207919525,student,,4.0,
APP000176,2024-01,48.0,7946.0,466.0,150389.0,0.5505843190036495,self_employed,,0.0,0.0
APP000177,2023-05,26.0,25588.0,694.0,111628.0,0.887267880398095,employed,9.0,2.0,0.0
APP000178,2024-03,56.0,32432.0,553.0,160905.0,0.5885884797760053,employed,4.0,3.0,0.0
APP000179,2023-04,40.0,24453.0,556.0,184221.0,0.8089352031032261,employed,2.0,2.0,0.0
APP000180,2024-07,57.0,35892.0,659.0,81171.0,0.6531752112473224,employed,2.0,4.0,0.0
APP000181,2023-06,26.0,14290.0,498.0,175590.0,0.11464750955227505,self_employed,6.0,3.0,0.0
APP000182,2023-07,39.0,31492.0,355.0,38088.0,0.6294813392900813,unemployed,14.0,0.0,0.0
APP000183,2024-10,47.0,,768.0,183631.0,,self_employed,1.0,2.0,0.0
APP000184,2024-06,39.0,,330.0,39707.0,,employed,2.0,1.0,0.0
APP000185,2024-05,37.0,16598.0,614.0,170801.0,0.7261510024714096,self_employed,5.0,0.0,
APP000186,2024-03,26.0,17352.0,,81098.0,0.0937212188465027,self_employed,17.0,4.0,1.0
APP000187,2024-01,35.0,15116.0,417.0,193093.0,0.12052407928820262,employed,19.0,1.0,0.0
APP000188,2023-05,29.0,24703.0,323.0,30192.0,0.06264990161874502,self_employed,8.0,0.0,0.0
APP000189,2023-08,32.0,30540.0,795.0,95772.0,0.4439203872701557,self_employed,0.0,1.0,0.0
APP000190,2024-12,47.0,20039.0,536.0,180866.0,0.07269458328661772,unemployed,0.0,4.0,0.0
APP000191,2024-11,45.0,22269.0,488.0,14257.0,0.6513105029172247,employed,17.0,2.0,0.0
APP000192,2024-06,44.0,16461.0,707.0,56677.0,0.4971227233053894,employed,8.0,4.0,
APP000193,2024-10,34.0,13286.0,321.0,21294.0,0.7522965157978282,employed,1.0,2.0,
APP000194,2024-08,58.0,,610.0,67648.0,0.2518162098041847,employed,16.0,0.0,
APP000195,2023-10,23.0,41354.0,572.0,81103.0,0.46722670574502667,employed,10.0,1.0,0.0
APP000196,2024-06,33.0,16663.0,604.0,125683.0,0.10573171731948992,unemployed,,0.0,0.0
APP000197,2024-07,24.0,43446.0,368.0,55248.0,0.7961490023852524,employed,9.0,2.0,0.0
APP000198,2023-04,33.0,29835.0,823.0,35943.0,0.15750446606085447,employed,4.0,1.0,
APP000199,2024-10,58.0,10881.0,431.0,38138.0,0.0921260262153645,student,18.0,4.0,0.0
APP000200,2023-12,34.0,20201.0,673.0,187988.0,0.18454553867086498,self_employed,15.0,1.0,0.0
APP000201,2023-08,56.0,3352.0,710.0,190874.0,0.7256083398506833,employed,3.0,1.0,0.0
APP000202,2023-12,39.0,4840.0,489.0,48173.0,0.09523307491621452,self_employed,14.0,4.0,0.0
APP000203,2023-08,47.0,18798.0,371.0,43106.0,0.5529847453543494,employed,3.0,2.0,0.0
APP000204,2023-08,38.0,24359.0,463.0,15568.0,0.6715631705536131,employed,,0.0,0.0
APP000205,2024-02,30.0,40483.0,743.0,192078.0,0.6759730444345841,self_employed,14.0,2.0,0.0
APP000206,2024-12,50.0,9312.0,798.0,142699.0,0.17105479794731804,employed,0.0,1.0,0.0
APP000207,2023-10,58.0,42441.0,815.0,153363.0,0.05546159853985081,employed,14.0,3.0,0.0
APP000208,2023-06,30.0,14022.0,424.0,,0.40392574539499587,employed,4.0,2.0,
APP000209,2024-07,51.0,9501.0,633.0,129984.0,,unemployed,,3.0,0.0
APP000210,2023-08,30.0,,383.0,16662.0,0.6293437281125442,employed,9.0,4.0,0.0
APP000211,2024-01,48.0,39393.0,690.0,136823.0,0.3210235196898789,self_employed,0.0,3.0,0.0
APP000212,2023-07,51.0,,528.0,118033.0,0.4044185469298189,employed,15.0,1.0,0.0
APP000213,2023-06,37.0,8438.0,692.0,69637.0,,self_employed,5.0,1.0,0.0
APP000214,2023-07,49.0,8421.0,676.0,143541.0,0.5107952578933725,employed,19.0,2.0,0.0
APP000215,2023-09,30.0,21332.0,846.0,131053.0,0.16697177066871657,employed,16.0,2.0,0.0
APP000216,2024-11,23.0,24178.0,568.0,90604.0,0.6110870948234434,self_employed,3.0,1.0,0.0
APP000217,2024-05,23.0,,487.0,41404.0,0.06405194029310433,self_employed,12.0,4.0,0.0
APP000218,2024-05,37.0,16464.0,589.0,9595.0,0.878305133053191,employed,7.0,4.0,0.0
APP000219,2023-02,56.0,12051.0,389.0,,0.6160742807272306,employed,12.0,1.0,0.0
APP000220,2023-01,25.0,47457.0,361.0,59865.0,0.16355661103073357,employed,11.0,3.0,0.0
APP000221,2023-09,38.0,10236.0,585.0,63849.0,0.012685180915670214,employed,5.0,4.0,0.0
APP000222,2024-10,48.0,4240.0,753.0,137807.0,0.3010166029846969,self_employed,13.0,0.0,
APP000223,2023-01,28.0,22871.0,593.0,54761.0,0.13753193764698668,employed,5.0,1.0,
APP000224,2024-07,48.0,21850.0,730.0,78272.0,0.19657019980759138,self_employed,18.0,3.0,0.0
APP000225,2024-08,32.0,32124.0,397.0,143676.0,0.7854752325941006,employed,18.0,2.0,0.0
APP000226,2023-07,52.0,44253.0,,,0.5428841940457646,employed,3.0,3.0,0.0
APP000227,2023-03,43.0,46846.0,637.0,133007.0,0.15881188772600954,employed,14.0,2.0,0.0
APP000228,2023-04,41.0,16613.0,491.0,5910.0,0.500993460618704,employed,,0.0,
APP000229,2023-02,27.0,49098.0,307.0,93003.0,0.23020258808249391,employed,2.0,2.0,0.0
APP000230,2024-09,38.0,32735.0,340.0,97677.0,0.8785807779222803,student,14.0,2.0,1.0
APP000231,2024-07,54.0,6273.0,810.0,128327.0,0.029481507237325733,employed,18.0,4.0,0.0
APP000232,2024-05,20.0,47106.0,632.0,34534.0,0.6590865799510336,unemployed,4.0,0.0,0.0
APP000233,2023-03,50.0,9485.0,445.0,36101.0,0.6956973235722845,employed,11.0,0.0,0.0
APP000234,2024-11,39.0,30663.0,442.0,153674.0,0.06044648756193024,employed,15.0,0.0,0.0
APP000235,2024-05,48.0,40164.0,321.0,136299.0,0.15468242780821642,employed,6.0,2.0,0.0
APP000236,2024-08,46.0,14723.0,819.0,163180.0,0.3458759931935618,employed,4.0,4.0,0.0
APP000237,2023-10,37.0,15719.0,359.0,57769.0,0.7813393438761611,self_employed,7.0,3.0,0.0
APP000238,2023-05,32.0,25380.0,717.0,199532.0,0.48329994457664943,unemployed,6.0,4.0,0.0
APP000239,2024-08,45.0,44587.0,432.0,,0.5897761650065615,self_employed,,4.0,0.0
APP000240,2023-02,25.0,13509.0,484.0,131937.0,0.7047115519111584,self_employed,7.0,3.0,0.0
APP000241,2023-05,43.0,,450.0,36625.0,0.745310509503768,employed,,3.0,0.0
APP000242,2023-04,23.0,24271.0,753.0,184108.0,0.42865608877531297,employed,18.0,1.0,0.0
APP000243,2023-03,45.0,8256.0,318.0,69813.0,,unemployed,11.0,4.0,0.0
APP000244,2024-02,45.0,36411.0,493.0,161483.0,0.6462052713790015,employed,18.0,3.0,0.0
APP000245,2023-06,23.0,42128.0,453.0,69593.0,0.23700812286206377,employed,14.0,4.0,0.0
APP000246,2024-12,50.0,,450.0,159215.0,0.7690407627289719,student,17.0,4.0,
APP000247,2024-11,36.0,11288.0,406.0,93564.0,0.018708142028257414,student,3.0,1.0,0.0
APP000248,2023-05,51.0,,801.0,,0.1761944419887522,self_employed,18.0,0.0,0.0
APP000249,2024-08,21.0,22904.0,508.0,42131.0,0.720179948732853,employed,18.0,4.0,0.0
APP000250,2023-01,27.0,26801.0,530.0,138270.0,0.306232390703405,unemployed,0.0,2.0,0.0
APP000251,2023-07,39.0,28952.0,511.0,42636.0,0.13484954942307537,employed,7.0,4.0,0.0
APP000252,2024-04,27.0,14451.0,839.0,58687.0,0.168079280140263,employed,8.0,3.0,0.0
APP000253,2023-05,33.0,26536.0,,,0.4776807617424626,employed,8.0,1.0,1.0
APP000254,2023-02,46.0,16868.0,487.0,54344.0,0.761563376410489,student,15.0,1.0,1.0
APP000255,2023-04,25.0,35249.0,480.0,30131.0,0.06358564419399954,student,13.0,3.0,0.0
APP000256,2024-04,47.0,40434.0,479.0,,0.027432818212184462,self_employed,4.0,1.0,0.0
APP000257,2023-06,24.0,33676.0,,139334.0,0.4186513222531588,employed,12.0,1.0,0.0
APP000258,2023-06,27.0,3058.0,632.0,147944.0,0.8605686735482713,employed,19.0,1.0,
APP000259,2023-05,43.0,49625.0,313.0,189069.0,0.25110882307271376,employed,8.0,3.0,0.0
APP000260,2024-10,51.0,4117.0,424.0,29276.0,0.8632534851603435,unemployed,18.0,0.0,0.0
APP000261,2024-10,26.0,49972.0,411.0,88225.0,0.7989130589310012,employed,12.0,0.0,0.0
APP000262,2024-08,31.0,4493.0,460.0,50629.0,0.25482156874876,employed,18.0,0.0,0.0
APP000263,2023-01,57.0,27273.0,716.0,180715.0,,self_employed,18.0,3.0,0.0
APP000264,2023-07,59.0,7980.0,629.0,110259.0,0.6172805723119369,employed,0.0,0.0,0.0
APP000265,2024-10,43.0,7474.0,844.0,24171.0,0.4606401500142815,unemployed,16.0,2.0,0.0
APP000266,2024-02,37.0,35119.0,493.0,139968.0,0.38062452873858726,employed,3.0,0.0,0.0
APP000267,2023-01,33.0,37208.0,810.0,13376.0,0.733952480332911,unemployed,16.0,2.0,0.0
APP000268,2023-06,44.0,8557.0,,58463.0,0.7137714894255192,employed,16.0,0.0,1.0
APP000269,2024-08,43.0,48903.0,577.0,145666.0,0.6812427023483033,employed,5.0,0.0,0.0
APP000270,2024-10,31.0,18061.0,739.0,103671.0,0.8984303560937663,employed,1.0,2.0,0.0
APP000271,2023-11,20.0,17961.0,592.0,153399.0,0.4306612148472455,employed,8.0,3.0,0.0
